category,id,name,likes,talking_about_count,were_here_count,location-street,location-city,location-country,location-zip,location-lat-lng,link,phone,website,description,members,mission,general_info,products,hours,category_list,cover,emails,founded
"Non-governmental organization (ngo)",286735748145506,"Quality Education Nepal - QEN",650,7,7,,Patan,Nepal,44705,"27.656662667942,85.322018012773",https://www.facebook.com/pages/Quality-Education-Nepal-QEN/286735748145506,9843472220/9841518487,"""""","""""","""""","""""","""""","""""","""""","Non-Governmental Organization (NGO)",object,"""""","Lajan Maharjan, Sajan Shrestha, Kaman Singh Gurung, Pramila Shrestha, Ram Kesari Bade, Samjhana Pyakurel, Kabita Nayaju, Hemant Shrestha and Niroj Maharjan"
Education,312265228004,"COSMOS COLLEGE",1908,0,663,,Lalitpur,Nepal,,"27.654069378219,85.320842921419",https://www.facebook.com/cosmoscollege.edu.np,+977-1-5548704,"www.cosmoscollege.edu.np http://cosmos.pranish.com.np www.pranish.com.np/cosmos","It is an Engineering cum Management college affiliated to Pokhara University. BBA is offered under management stream and B.E in CIVIL,  B.E in Compute,r B.E in Electronics and B.E in IT is offered. The college have been recognized for its well equipped Lab and high class studies. 


Time is dynamically changing in the global context. With the pressing need for growing with Information and Communication Technology as well as managing new opportunities and threats in the national and international scenario both at technical and management level, Cosmos College of Management and Technology is proud to conduct programs related to allied engineering sciences and management studies.

We, at Cosmos College, feel highly honored to be a part of the national process geared towards professional and social excellence of its associates. To this end, we call for working ""Together Today for a Successful Tomorrow"" . This is what my more than fourty years of mosaic experience in the progressive career in the field of engineering and technical education sector has taught me. I feel highly rewarded when I educate my students to emulate the excellence.

We hope you also make a rational and sapient decision and come to us to embark on, work and grow ""Together Today For A Successful Tomorrow"". We look forward to give you a warm welcome.
","""""","The basic aim of Cosmos College is to produce quality professionals who can cater to the needs of the nation as well as compete in the international job market. The College is looking forward to advance its programs not only linking to management and engineering but also to basic sciences and humanities.

Cosmos College strives to prepare quality engineers, technologists, managers and professionals who can work at different levels and at different positions serving the needs of different types of organizations successfully.","""""","""""",object,Education,object,"""""","2001 A.D."
"Local business",319851631523580,"The Busy Bean",128,2,403,"Jhamsikhel Chowk",Lalitpur,Nepal,,"27.677348726572,85.309516631335",https://www.facebook.com/pages/The-Busy-Bean/319851631523580,"""""","""""","""""","""""","""""","""""","""""","""""",Restaurant,"""""","""""",""""""
Shopping/retail,579747085390780,"Neeva fashion",1273,10,18,"Kupandol(opposite to Nabil Bank pulchowk)",Lalitpur,Nepal,,"27.6760711634,85.32306707",https://www.facebook.com/neeva.fashion,"01-5010761 ",http://neevafashion.com,"""""","""""","""""","""""","""""",object,"Clothing Store/Clothing Supply &amp; Distribution","""""","""""",""""""
"Local business",240052836014916,"8 Degrees",1148,2,8588,Jhamsikhel,Lalitpur,Nepal,44700,"27.676357122296,85.312869100831",https://www.facebook.com/pages/8-Degrees/240052836014916,015543740,<<not-applicable>>,"""""","""""","""""","""""","""""","""""",Lounge/Cafe/Bar,"""""","""""",""""""
Shopping/retail,351826878239038,"Urban Girl",113488,8277,54,"New Baneswor",Kathmandu,Nepal,44600,"27.690837595507,85.337741738129",https://www.facebook.com/urbangirl.me,01-6200120,http://www.urbangirl.me,"Fashion, accessories, urban, girls, ladies, jewellery, clothes, dresses, online shop, quality and NEPAL. These are what defines Urban Girl, Inc., primarily a modern urban fashion online store slowly but very passionately expanding services to cover everything that defines an Urban Girl.

Q: Why is the price expensive?
A: We do not import from streets of GuanGzhou like almost everybody in Nepal does. Our suppliers are well recognized suppliers in America/Europe with International Standard Quality Check. Every single product we bring to you has been reviewed by plenty of people as a high quality product WorldWide. Every single product you receive has to pass through double QC that is a rare phenomenon in whole Nepal. It is up to you, do you want to switch to better or want to stick to the worse? 

Q: How long PRE-ORDER will take?
A: Depends! Sometimes it can take just about one week to up to 8 weeks. 

Q: Shop XYZ sells the same for cheap!
A: As said, you are free to choose your purchase decision. We will NEVER compromise quality. We too can import cheap and sell cheap, but that is something we are never going to do. After all, Urban Girl has to stand out!


Why Choose Us?

1) For the first time in Nepal, we are coming up with the concept of Quality Control in Ladies Accessories. So be assured that every piece you buy are hand-picked by our staffs and quality-checked by our quality control department.

2) We don't ask you to come to our store to buy stuff. We deliver you the stuff to your home. We value your time, we value your importance.

3) We are not some old minds looking to build houses through business. We are fresh minds looking to see our ideas grow. So we focus on delivering all our creativity than seeking after something else.
","""""","""""","""""","""""",object,"Shopping &amp; Retail/Shopping Service",object,"""""","October 2012"
School,242227385829913,"School of Performing Arts Kathmandu",1058,66,14,,Lalitpur,Nepal,n.a.,"27.670177866888,85.309282705835",https://www.facebook.com/pages/School-of-Performing-Arts-Kathmandu/242227385829913,"+977-98-13930688 | +977-1-5000101",www.spaknepal.com,"SPAK offers dance, music and theatre courses, individual or in a group. Classes are taught by Nepali or international teachers. Moreover SPAK also offers individual- & group- music therapy by our licensed music therapist. 
","""""","The mission of the School of Performing Arts Kathmandu (SPAK) is to encourage cultural and creative activities for the enjoyment and benefit for people in Nepal. SPAK is a safe cultural playground where every student can discover and develop his or her own talents. Through arts SPAK inspires creativity, improves self-esteem and helps people to set and reach goals. ","""""","""""","""""","Performing Arts Education",object,"""""","10th May 2012"
Restaurant/cafe,310037305863062,"Wicked Spoon",629,2,398,Jhamsikhel,Lalitpur,Nepal,,"27.676382465,85.313008428333",https://www.facebook.com/wickedspoonnp,+977-01-5522968,"""""","""""","""""","""""","""""","""""","""""","Continental Restaurant",object,"""""",""""""
"Non-profit organization",365553750134396,"Surshala music academy",2208,24,501,"Arun thapa chowk jhamsikhel ",Lalitpur,Nepal,44614,"27.681178085022,85.309295112737",https://www.facebook.com/Surshalamusic,"9841627058,015013517",www.facebook.com/surshalamusic,"""""","""""","To provide excellence opportunity to all age group for learning music,singing and dancing in a short span of time.","""""","""""","""""",School,object,"""""","Mr.Amrit Chhetri"
"Local business",122281244518850,Tikhedewal,198,151,3122,"Tikhedewal, Lalitpur Sub-Metropolitan City 14",Lalitpur,Nepal,44700,"27.656667369493,85.317288563434",https://www.facebook.com/pages/Tikhedewal/122281244518850,"""""",<<not-applicable>>,"""""","""""","""""","""""","""""","""""","Theme Park","""""","""""",""""""
Restaurant/cafe,1570246863188872,"Coffee & Cupcakes",783,30,109,"Pulchowk Bakhundole Rd.",Lalitpur,Nepal,,"27.682082881742,85.317499106693",https://www.facebook.com/coffeecupcakesandmore,01-5010500,"""""","""""","""""","""""","""""","""""",object,"Coffee Shop",object,"""""",""""""
School,777210442310447,"Little Scholars Kindergarten ＆Day Care",391,15,263,"chakupat; lalitpur",Kathmandu,Nepal,,"27.680396784645,85.325466759351",https://www.facebook.com/pages/Little-Scholars-Kindergarten-Day-Care/777210442310447,015548221,"""""","Little Scholars Kindergarten is a fun and caring place where your child can receive a quality education through varieties of play way methods.We can assure you that we reinforce the values you teach at home.Little Scholars provides children with an opportunity to develop positive learning habits and to stimulate curiosity through the use of music, movements, stories, number skills, letter recognition and creative play activities all in a safe , nurturing and home friendly environment.","""""","""""","""""","""""",object,School,object,"""""","Komal Shakya"
Company,112878830449,"Kathmandu Mart",1421,7,18,Kathmandu,Lalitpur,Nepal,44046,"27.6607248728,85.3255572829",https://www.facebook.com/kathmandumart,"977 9841213138",http://www.kathmandumart.com,"""""","""""","To become a complete online gift store","""""","""""","""""","Gift Shop",object,"""""",""""""
"Local business",208164385870798,"Dolphin Education Consultancy Center Pvt. Ltd.",54203,815,5,,Kathmandu,Nepal,977,"27.704794459661,85.322786724624",https://www.facebook.com/dolphineducation,"+977 1 4254282, 4223053",http://www.dolphineducation.com.np,"Dolphin Education Consultancy  was established with crystal clear motive to provide quality service to students whose endeavor is to earn qualification from overseas. Established in  2002 by group of experienced professionals, from this date it is provoked by its goal of providing quality service to students.","""""","Dolphin mission is to guide the students from first stage to final in the process of leading them to their education destination.","""""","""""",object,"Local Business",object,"""""",2002
